,request
2003-03-03 10:48:48.307,hydrocodone-acetaminophen
2003-03-03 10:53:03.375,well itrin
2003-03-03 10:53:44.200,cef
2003-03-03 10:54:26.767,seroqe
2003-03-03 10:55:12.015,zith
2003-03-03 10:56:01.831,ce
2003-03-03 10:56:29.831,vyvanse
2003-03-03 10:57:37.946,amlodip
2003-03-03 10:59:36.104,levsin
2003-03-03 11:00:35.856,cefuroxime axetil
2003-03-03 11:03:01.471,temazepa
2003-03-03 11:03:17.294,ceftriaxone
2003-03-03 11:04:24.922,morphine
2003-03-03 11:05:01.967,levothyro
2003-03-03 11:05:59.058,morphine
2003-03-03 11:06:22.670,cymbalt
2003-03-03 11:07:17.629,cycloben
2003-03-03 11:07:33.414,amlod
2003-03-03 11:07:34.252,glipizide
2003-03-03 11:07:37.838,dulco
2003-03-03 11:07:59.080,trazodone
2003-03-03 11:08:58.901,vicodin
2003-03-03 11:09:09.737,adderall
2003-03-03 11:09:54.320,xanax
2003-03-03 11:14:01.796,vicodin
2003-03-03 11:14:18.334,zithromax
2003-03-03 11:16:27.734,cyclo
2003-03-03 11:16:55.827,morphin
2003-03-03 11:16:57.363,norco
2003-03-03 11:17:26.459,ibu
2003-03-03 11:17:46.579,ativan
2003-03-03 11:18:23.010,levsin
2003-03-03 11:19:50.036,norco
2003-03-03 11:20:56.672,morphine (pf)
2003-03-03 11:22:03.618,celex
2003-03-03 11:22:06.567,zoloft
2003-03-03 11:22:27.021,amox
2003-03-03 11:22:30.611,cymbalta
2003-03-03 11:22:39.999,proven
2003-03-03 11:23:55.073,lorazepam
2003-03-03 11:24:14.554,naprosyn
2003-03-03 11:24:19.203,valium
2003-03-03 11:25:40.941,terb
2003-03-03 11:26:23.005,senna
2003-03-03 11:26:55.433,cephal
2003-03-03 11:27:16.532,zofran (as hydrochloride)
2003-03-03 11:27:16.845,trilep
2003-03-03 11:27:27.931,duloxetine
2003-03-03 11:28:07.099,hydro
2003-03-03 11:28:17.791,vistaril
2003-03-03 11:28:45.577,duloxe
2003-03-03 11:28:52.603,ritalin
2003-03-03 11:29:09.077,carvedilol
2003-03-03 11:29:20.113,duloxetine
2003-03-03 11:29:24.296,cefuroxime axetil
2003-03-03 11:29:47.714,anusol
2003-03-03 11:30:04.889,klon
2003-03-03 11:30:12.669,ritalin
2003-03-03 11:30:54.103,metoprolol succinate
2003-03-03 11:32:01.220,peridex
2003-03-03 11:32:06.492,xtampza er
2003-03-03 11:32:11.563,ritalin
2003-03-03 11:32:32.341,morphine
2003-03-03 11:33:35.666,perco
2003-03-03 11:33:40.404,morphine
2003-03-03 11:34:09.987,lomedia
2003-03-03 11:34:15.016,morphine
2003-03-03 11:34:32.823,augmentin
2003-03-03 11:34:46.630,proair
2003-03-03 11:34:53.444,lo
2003-03-03 11:34:57.155,ativan
2003-03-03 11:35:10.933,nuvaring
2003-03-03 11:35:43.527,vyvanse
2003-03-03 11:36:21.270,klon
2003-03-03 11:36:28.033,morphine
2003-03-03 11:36:39.733,zithrom
2003-03-03 11:36:59.805,nyst
2003-03-03 11:37:07.320,phenobar
2003-03-03 11:38:41.763,morphine
2003-03-03 11:38:41.925,triam
2003-03-03 11:38:44.892,norethin
2003-03-03 11:39:24.892,lorazepam
2003-03-03 11:40:10.527,norethin
2003-03-03 11:40:16.575,concer
2003-03-03 11:40:27.111,fluticasone
2003-03-03 11:41:46.444,levsi
2003-03-03 11:43:42.026,gabapenti
2003-03-03 11:43:54.943,zofra
2003-03-03 11:44:32.445,roxanol
2003-03-03 11:44:34.695,ondanset
2003-03-03 11:44:40.623,morphine concentrate
2003-03-03 11:45:00.530,maxitrol
2003-03-03 11:46:32.347,bud
2003-03-03 11:48:15.429,clona
2003-03-03 11:48:28.211,bacitrac
2003-03-03 11:49:37.667,prometh
2003-03-03 11:50:05.572,fentanyl
2003-03-03 11:50:50.689,cy
2003-03-03 11:51:16.427,zithrom
2003-03-03 11:52:15.168,gaba
2003-03-03 11:53:15.067,levsin
2003-03-03 11:53:19.973,cyanocobalamin (vitamin b-12)
2003-03-03 11:53:48.431,chantix
2003-03-03 11:54:00.767,hydromorph
2003-03-03 11:56:15.096,busp
2003-03-03 11:56:17.086,dextroamphetamine-amphetamine
2003-03-03 11:57:24.796,haloperidol lactate
2003-03-03 11:57:33.640,med
2003-03-03 12:01:05.088,cefurox
2003-03-03 12:01:09.504,morphine
2003-03-03 12:01:57.028,oxycodone
2003-03-03 12:02:44.311,morphine
2003-03-03 12:02:55.190,oxycodone
2003-03-03 12:04:33.487,adderall
2003-03-03 12:09:05.291,percocet
2003-03-03 12:09:44.472,adder
2003-03-03 12:10:28.453,morphine
2003-03-03 12:10:48.652,adder
2003-03-03 12:11:46.125,morphine
2003-03-03 12:14:24.773,aripiprazole
2003-03-03 12:16:42.866,compazine
2003-03-03 12:18:02.362,morphine concentrate
2003-03-03 12:18:22.262,aripiprazole
2003-03-03 12:18:45.756,fluoxetine
2003-03-03 12:19:32.498,adderall
2003-03-03 12:19:48.079,cymba
2003-03-03 12:20:04.654,cipro
2003-03-03 12:20:54.452,vyv
2003-03-03 12:22:44.425,dextroamphetamine-amphetamine
2003-03-03 12:24:21.465,amox
2003-03-03 12:26:16.744,glipizide
2003-03-03 12:27:20.414,percocet
2003-03-03 12:27:37.007,tedman
2003-03-03 12:27:42.214,doxepin
2003-03-03 12:28:09.868,xanax
2003-03-03 12:30:09.281,prometh
2003-03-03 12:33:22.034,trazo
2003-03-03 12:33:47.411,levaq
2003-03-03 12:35:00.401,vyvanse
2003-03-03 12:41:20.294,meloxic
2003-03-03 12:43:29.395,vyvase
2003-03-03 12:43:49.451,zoloft
2003-03-03 12:44:31.811,vyvanse
2003-03-03 12:44:40.249,nico
2003-03-03 12:45:09.879,flag
2003-03-03 12:45:34.749,protonix
2003-03-03 12:45:47.669,norco
2003-03-03 12:46:19.854,methylphenidate
2003-03-03 12:46:21.682,zofran
2003-03-03 12:46:26.496,acetaminophen
2003-03-03 12:47:22.653,ibuprofen
2003-03-03 12:47:29.566,lotr
2003-03-03 12:48:38.556,protonix
2003-03-03 12:49:31.875,janumet xr
2003-03-03 12:49:57.913,roxanol
2003-03-03 12:50:03.742,morphine
2003-03-03 12:52:07.215,bednarz
2003-03-03 12:53:15.064,nicorette
2003-03-03 12:54:11.706,lorazepam
2003-03-03 12:55:24.584,timoptic
2003-03-03 12:56:04.800,trusop
2003-03-03 12:58:15.349,ambien
2003-03-03 13:00:22.940,ritalin la
2003-03-03 13:02:55.210,chlor
2003-03-03 13:03:09.260,prop
2003-03-03 13:03:55.319,ibuprofe
2003-03-03 13:05:12.015,zetia
2003-03-03 13:05:26.671,amox
2003-03-03 13:06:41.153,losartan
2003-03-03 13:07:11.311,lovast
2003-03-03 13:08:03.825,wellbut
2003-03-03 13:08:25.244,morphine
2003-03-03 13:08:49.027,cipr
2003-03-03 13:09:49.332,valtrex
2003-03-03 13:10:10.251,wellbutrin sr
2003-03-03 13:12:31.524,senna laxative-stool softener
2003-03-03 13:14:11.791,cipr
2003-03-03 13:17:38.087,lisinopril
2003-03-03 13:18:18.961,ketoconazole
2003-03-03 13:21:11.023,lamic
2003-03-03 13:23:29.031,cycloben
2003-03-03 13:23:40.626,amlod
2003-03-03 13:23:59.042,atorv
2003-03-03 13:24:01.032,ibuprofen
2003-03-03 13:24:11.034,metfor
2003-03-03 13:24:27.638,lisinopril
2003-03-03 13:25:58.658,prozac
2003-03-03 13:26:03.911,du
2003-03-03 13:26:08.925,morphine (pf)
2003-03-03 13:26:29.861,albuterol sulfate
2003-03-03 13:27:03.160,atenolol
2003-03-03 13:27:04.601,zo
2003-03-03 13:27:29.860,ipratropium bromide
2003-03-03 13:27:41.237,vitamin d
2003-03-03 13:27:42.533,lasix
2003-03-03 13:27:54.631,albuterol sulfate
2003-03-03 13:28:46.789,zoloft
2003-03-03 13:30:26.199,add
2003-03-03 13:32:01.947,ketoconazole
2003-03-03 13:34:11.961,celexa
2003-03-03 13:35:09.831,lantus
2003-03-03 13:36:06.517,morphine
2003-03-03 13:37:03.298,humulin r
2003-03-03 13:39:52.522,percocet
2003-03-03 13:43:01.990,hydrocodone-acetaminophen
2003-03-03 13:43:03.789,lexapro
2003-03-03 13:43:34.177,clozaril
2003-03-03 13:46:28.872,nyst
2003-03-03 13:48:38.460,morphine
2003-03-03 13:49:30.004,medrol (pak)
2003-03-03 13:50:17.183,lora
2003-03-03 13:50:38.367,diflu
2003-03-03 13:51:04.942,lora
2003-03-03 13:53:05.037,metop
2003-03-03 13:53:37.045,ducol
2003-03-03 13:54:08.730,senna
2003-03-03 13:54:34.881,lamotrigine
2003-03-03 13:54:43.639,dulcolax (bisacodyl)
2003-03-03 13:55:05.555,norv
2003-03-03 13:55:36.130,keto
2003-03-03 13:56:04.595,triam
2003-03-03 13:56:11.228,aspirin
2003-03-03 13:57:14.496,lisinopril
2003-03-03 13:57:27.301,hydromor
2003-03-03 13:59:02.679,lora
2003-03-03 13:59:36.300,bupropion hcl
2003-03-03 14:00:11.278,senna
2003-03-03 14:00:14.037,atrovent hfa
2003-03-03 14:01:31.569,dexamethasone
2003-03-03 14:01:39.189,atrovast
2003-03-03 14:01:43.943,lipitor
2003-03-03 14:02:03.868,losartan-hydrochlorothiazide
2003-03-03 14:02:10.966,duloxetine
2003-03-03 14:02:31.332,dulcolax (bisacodyl)
2003-03-03 14:02:52.444,norvasc
2003-03-03 14:03:04.157,blood
2003-03-03 14:03:13.015,losartan-hydrochlorothiazide
2003-03-03 14:03:25.925,haloperidol
2003-03-03 14:03:53.368,sertraline
2003-03-03 14:04:41.907,norc
2003-03-03 14:05:19.081,ipratropium-albuterol
2003-03-03 14:05:39.397,silvadene
2003-03-03 14:06:36.819,spiolto
2003-03-03 14:07:47.029,haloperidol lactate
2003-03-03 14:08:09.155,lorazepam
2003-03-03 14:08:10.420,garda
2003-03-03 14:08:26.938,morphine
2003-03-03 14:08:46.140,augm
2003-03-03 14:09:40.737,lasix
2003-03-03 14:10:12.995,lexapro
2003-03-03 14:10:20.408,maxitrol
2003-03-03 14:10:27.107,levaquin
2003-03-03 14:11:12.267,lorazepam
2003-03-03 14:11:19.217,dif
2003-03-03 14:11:33.453,xanax xr
2003-03-03 14:11:55.793,morphine
2003-03-03 14:12:01.478,intuniv er
2003-03-03 14:12:13.802,metoprolol tartrate
2003-03-03 14:12:28.881,butalbital-acetaminophen-caff
2003-03-03 14:12:43.161,ritalin
2003-03-03 14:13:07.365,morphine
2003-03-03 14:13:24.246,levsin
2003-03-03 14:13:37.677,tuss
2003-03-03 14:13:42.972,mucinex
2003-03-03 14:13:52.488,percocet
2003-03-03 14:14:19.826,nystatin
2003-03-03 14:14:38.195,morphine
2003-03-03 14:14:59.498,restoril
2003-03-03 14:15:16.256,morphine
2003-03-03 14:15:33.162,vancomyci
2003-03-03 14:15:51.246,senna laxative-stool softener
2003-03-03 14:16:11.848,vanco
2003-03-03 14:16:23.741,concerta
2003-03-03 14:16:32.738,ativan
2003-03-03 14:16:38.315,lorazepam
2003-03-03 14:17:13.290,flagyl
2003-03-03 14:18:17.503,morphine
2003-03-03 14:18:59.322,valsartan-hydrochlorothiazide
2003-03-03 14:19:02.001,clonazepam
2003-03-03 14:19:17.835,cyclobenzaprine
2003-03-03 14:19:47.622,flonase allergy relief
2003-03-03 14:20:16.009,maxitrol
2003-03-03 14:21:09.156,lyrica
2003-03-03 14:21:28.604,indomethacin
2003-03-03 14:22:28.479,latisse
2003-03-03 14:23:35.305,fluocinonide
2003-03-03 14:24:04.516,baclofen
2003-03-03 14:24:08.739,lorazepam
2003-03-03 14:24:29.244,lotrisone
2003-03-03 14:24:49.161,adderall
2003-03-03 14:25:42.501,ativan
2003-03-03 14:26:13.114,dextrose
2003-03-03 14:26:14.741,ativan
2003-03-03 14:27:07.766,meclizine
2003-03-03 14:28:16.064,pepcid
2003-03-03 14:30:16.324,lamotr
2003-03-03 14:30:42.575,hydro
2003-03-03 14:31:36.328,xanax
2003-03-03 14:33:03.402,cefdin
2003-03-03 14:33:18.735,morphine
2003-03-03 14:33:43.257,tobramyc
2003-03-03 14:42:12.088,vancomycin
2003-03-03 14:42:58.036,trokendi
2003-03-03 14:43:02.375,concerta
2003-03-03 14:43:08.459,opt
2003-03-03 14:43:36.019,azithromycin
2003-03-03 14:45:47.497,keto
2003-03-03 14:46:23.971,acetone (urine) test
2003-03-03 14:46:25.246,amox
2003-03-03 14:49:01.375,morphine
2003-03-03 14:49:51.748,lorazepam
2003-03-03 14:49:53.409,difl
2003-03-03 14:50:06.784,morphine
2003-03-03 14:50:08.939,remeron
2003-03-03 14:50:32.501,alprazolam
2003-03-03 14:50:43.593,ativan
2003-03-03 14:51:07.314,urine glucose-ketones test
2003-03-03 14:51:35.245,loraz
2003-03-03 14:52:02.812,ketone
2003-03-03 14:53:08.955,motrin
2003-03-03 14:53:19.636,adderall xr
2003-03-03 14:53:31.279,xanax
2003-03-03 14:53:38.987,ativan
2003-03-03 14:53:43.146,ac
2003-03-03 14:54:24.519,ketone
2003-03-03 14:54:27.193,acetone (urine) test
2003-03-03 14:54:33.080,first
2003-03-03 14:55:41.339,ibuprofen
2003-03-03 14:55:49.818,6562820105
2003-03-03 14:56:21.018,vanco
2003-03-03 14:57:00.219,fi
2003-03-03 14:57:02.760,vancomy
2003-03-03 14:59:20.114,adderall xr
2003-03-03 15:01:00.151,loraze
2003-03-03 15:01:44.822,fluvoxamine
2003-03-03 15:02:32.961,adderall
2003-03-03 15:03:32.925,concerta
2003-03-03 15:05:47.181,bisac-evac
2003-03-03 15:08:43.513,garda
2003-03-03 15:09:03.831,ativan
2003-03-03 15:09:25.234,xanax
2003-03-03 15:09:50.218,haldol
2003-03-03 15:10:14.996,methylphenidate hcl
2003-03-03 15:11:13.751,morphine (pf)
2003-03-03 15:12:58.430,cardura
2003-03-03 15:14:02.965,aquaphor
2003-03-03 15:14:31.493,cardura
2003-03-03 15:15:30.686,lotrison
2003-03-03 15:16:18.135,morphine concentrate
2003-03-03 15:16:27.742,amoxic
2003-03-03 15:19:40.413,escitalopram oxalate
2003-03-03 15:19:56.505,morphine
2003-03-03 15:20:48.197,lorazepam
2003-03-03 15:21:01.759,effe
2003-03-03 15:22:34.870,amlodipine
2003-03-03 15:22:37.738,macrobid
2003-03-03 15:23:35.729,norc
2003-03-03 15:25:20.984,zolof
2003-03-03 15:26:22.925,lorazepam
2003-03-03 15:29:16.874,sertr
2003-03-03 15:30:18.439,sertr
2003-03-03 15:30:56.278,adderall
2003-03-03 15:31:16.976,zofran
2003-03-03 15:31:25.522,doxe
2003-03-03 15:31:36.379,adderall
2003-03-03 15:33:00.697,traz
2003-03-03 15:34:56.762,morphine conce
2003-03-03 15:35:50.302,anusol
2003-03-03 15:36:18.999,morphi
2003-03-03 15:37:42.829,ativa
2003-03-03 15:38:41.666,remeron
2003-03-03 15:39:30.248,morphine
2003-03-03 15:41:06.618,doxycycline hyclate
2003-03-03 15:41:28.030,methadone
2003-03-03 15:41:59.597,ativan
2003-03-03 15:42:22.286,hydromorphone
2003-03-03 15:42:43.929,morphine
2003-03-03 15:43:04.520,norco
2003-03-03 15:44:42.856,ambien
2003-03-03 15:44:52.015,morphin
2003-03-03 15:44:56.082,hydromorpho
2003-03-03 15:45:18.216,haldol
2003-03-03 15:45:26.981,hydromorphone
2003-03-03 15:45:39.708,dilaudid
2003-03-03 15:45:56.038,ativa
2003-03-03 15:46:49.241,keppr
2003-03-03 15:47:33.979,dilaudid
2003-03-03 15:48:11.306,dexam
2003-03-03 15:49:17.924,senna
2003-03-03 15:50:59.521,klonopin
2003-03-03 15:50:59.829,omepr
2003-03-03 15:51:18.745,concerta
2003-03-03 15:52:11.895,morphine
2003-03-03 15:52:58.556,ativan
2003-03-03 15:54:25.750,alprazolam
2003-03-03 15:54:42.362,latanoprost
2003-03-03 15:55:01.903,concerta
2003-03-03 15:55:31.213,nizoral
2003-03-03 15:55:47.239,ketoconazole cream
2003-03-03 15:56:08.567,phenobarbital
2003-03-03 15:57:26.483,concert
2003-03-03 15:58:05.553,ritalin
2003-03-03 15:58:31.289,venlafaxine
2003-03-03 15:58:31.629,rital
2003-03-03 15:58:42.907,valisone
2003-03-03 15:59:54.098,senna
2003-03-03 16:00:25.154,cipro
2003-03-03 16:00:31.895,betame
2003-03-03 16:05:20.932,adderall
2003-03-03 16:10:57.554,roxanol
2003-03-03 16:11:53.168,morphine
2003-03-03 16:13:39.259,ibupro
2003-03-03 16:13:45.611,oxycodone
2003-03-03 16:15:23.803,alpra
2003-03-03 16:15:52.863,strattera
2003-03-03 16:17:12.283,relion ins
2003-03-03 16:17:49.722,morphine
2003-03-03 16:17:52.587,syringes
2003-03-03 16:18:33.768,ativan
2003-03-03 16:18:59.928,dexedrine
2003-03-03 16:22:57.372,buspirone
2003-03-03 16:23:52.448,quetiapine
2003-03-03 16:24:37.085,rozerem
2003-03-03 16:24:51.680,venla
2003-03-03 16:25:03.667,morphine concentrate
2003-03-03 16:25:29.543,trazodone
2003-03-03 16:28:18.316,adderall
2003-03-03 16:36:08.416,singular
2003-03-03 16:37:42.358,flon
2003-03-03 16:39:16.001,nucynta
2003-03-03 16:40:21.797,lorazepam
2003-03-03 16:41:33.911,morphine
2003-03-03 16:42:23.162,lorazepam
2003-03-03 16:43:14.532,menac
2003-03-03 16:43:37.301,avapro
2003-03-03 16:43:59.348,plaque
2003-03-03 16:44:17.275,toprol
2003-03-03 16:44:38.075,zocor
2003-03-03 16:47:05.808,adderall
2003-03-03 16:49:03.960,metformin
2003-03-03 16:49:49.077,timolol
2003-03-03 16:51:01.002,garda
2003-03-03 16:51:20.569,metformin e
2003-03-03 16:53:40.807,wellbut
2003-03-03 16:54:58.556,medrol
2003-03-03 17:02:36.935,adderall
2003-03-03 17:04:22.171,haloperidol lactate
2003-03-03 17:04:41.934,methado
2003-03-03 17:05:57.307,amoxicillin
2003-03-03 17:06:33.922,ibuprofen
2003-03-03 17:07:04.310,peridex
2003-03-03 17:16:38.054,azopt
2003-03-03 17:17:50.625,xanax
2003-03-03 17:19:09.445,xanax
2003-03-03 17:19:32.777,morphine
2003-03-03 17:20:05.951,lorazepam
2003-03-03 17:20:26.493,alprazolam
2003-03-03 17:21:02.154,neurontin
2003-03-03 17:21:10.811,clomi
2003-03-03 17:21:19.718,methadone
2003-03-03 17:24:05.183,metronidazole
2003-03-03 17:24:22.158,mupi
2003-03-03 17:24:34.410,lorazepam
2003-03-03 17:25:07.392,ativan
2003-03-03 17:25:38.404,prometr
2003-03-03 17:28:13.867,haloperi
2003-03-03 17:29:32.676,sertra
2003-03-03 17:30:15.335,lasix
2003-03-03 17:30:32.322,lantus
2003-03-03 17:31:58.550,lisinop
2003-03-03 17:32:44.415,gabapen
2003-03-03 17:32:52.426,lorazepam
2003-03-03 17:33:30.084,effexo
2003-03-03 17:33:39.109,robaxin
2003-03-03 17:37:53.281,ativan
2003-03-03 17:39:41.035,effexo
2003-03-03 17:40:02.278,ativan
2003-03-03 17:41:11.968,abilify
2003-03-03 17:41:20.237,hydrocodone-homatropine
2003-03-03 17:43:29.172,klonopin
2003-03-03 17:44:24.439,adderall
2003-03-03 17:44:27.711,ativan
2003-03-03 17:45:06.881,irbesartan
2003-03-03 17:48:50.156,morphine
2003-03-03 17:49:00.016,xanax
2003-03-03 17:49:37.021,adderall xr
2003-03-03 17:51:10.958,methadone
2003-03-03 17:51:13.480,gabap
2003-03-03 17:51:51.896,robax
2003-03-03 17:52:22.696,morphine
2003-03-03 17:52:46.439,methadone
2003-03-03 17:57:50.783,adderall
2003-03-03 18:02:45.299,ativan
2003-03-03 18:04:42.033,wellbutrin xl
2003-03-03 18:09:39.802,ativan
2003-03-03 18:13:16.179,klonopin
2003-03-03 18:16:25.279,ativan
2003-03-03 18:20:54.324,zith
2003-03-03 18:21:08.700,dextroamphetamine
2003-03-03 18:22:45.192,lorazepam
2003-03-03 18:24:06.009,lamictal
2003-03-03 18:24:36.523,oxycodone
2003-03-03 18:25:06.335,potassium
2003-03-03 18:25:34.371,morphine
2003-03-03 18:27:01.793,benztropine
2003-03-03 18:31:50.395,prozac
2003-03-03 18:37:06.622,acyclovir
2003-03-03 18:37:36.029,macrobid
2003-03-03 18:46:47.768,clonaz
2003-03-03 18:53:35.629,concerta
2003-03-03 18:59:21.908,morphine concentrate
2003-03-03 19:00:01.552,vyvanse
2003-03-03 19:00:46.451,cepha
2003-03-03 19:06:28.792,zoloft
2003-03-03 19:07:10.828,restoril
2003-03-03 19:07:52.259,senna-s
2003-03-03 19:13:27.122,trazodone
2003-03-03 19:16:04.551,morph
2003-03-03 19:18:49.743,oxyco
2003-03-03 19:23:20.556,zofran
2003-03-03 19:24:26.478,garamycin eye drops
2003-03-03 19:28:27.618,seroq
2003-03-03 19:30:01.572,sertraline
2003-03-03 19:33:53.394,fluoxe
2003-03-03 19:34:37.834,iopo
2003-03-03 19:36:56.743,lorazepam
2003-03-03 19:36:58.190,lamisil
2003-03-03 19:39:25.773,fluoxetine
2003-03-03 19:40:01.512,temazepam
2003-03-03 19:43:01.656,fluoxetine
2003-03-03 19:45:48.405,prozac
2003-03-03 19:47:55.046,dextroamphetamine-amphetamine
2003-03-03 19:49:43.368,prozac
2003-03-03 19:50:07.519,iopidine
2003-03-03 19:50:42.953,adderall
2003-03-03 19:50:53.736,prozac
2003-03-03 19:53:02.158,benztropine
2003-03-03 19:53:16.123,oxycodone
2003-03-03 19:54:48.714,chlorpromazine
2003-03-03 19:55:38.295,focalin xr
2003-03-03 19:57:36.844,fent
2003-03-03 20:03:05.737,morphine
2003-03-03 20:03:53.269,fentanyl
2003-03-03 20:07:38.333,mor
2003-03-03 20:07:53.209,vyvanse
2003-03-03 20:17:13.229,compazine
2003-03-03 20:22:20.498,tussionex pennkinetic er
2003-03-03 20:34:43.122,lora
2003-03-03 20:34:56.281,spiron
2003-03-03 20:36:11.620,dexam
2003-03-03 20:37:09.337,lorazepam
2003-03-03 20:37:27.181,tramadol
2003-03-03 20:42:49.678,spironolactone
2003-03-03 20:43:44.817,tramadol
2003-03-03 20:45:00.226,dexamethasone
2003-03-03 20:45:11.337,azithromycin
2003-03-03 20:49:52.402,catapres-tts-2
2003-03-03 20:50:47.369,synthroid
2003-03-03 20:58:47.074,digoxin
2003-03-03 20:59:04.384,lorazepam
2003-03-03 21:02:18.917,hydro
2003-03-03 21:05:13.128,methadone
2003-03-03 21:06:11.792,compazine
2003-03-03 21:06:54.826,dexamethasone
2003-03-03 21:07:34.585,lorazepam
2003-03-03 21:08:28.355,senna plus
2003-03-03 21:09:15.358,morphine
2003-03-03 21:18:41.056,tramadol
2003-03-03 21:29:29.365,cefd
2003-03-03 21:30:50.195,prednison
2003-03-03 21:33:08.597,cym
2003-03-03 21:35:56.434,lorazepam
2003-03-03 21:37:37.242,prednisone
2003-03-03 21:37:37.503,fenta
2003-03-03 21:38:43.031,morphine
2003-03-03 21:39:04.684,tramad
2003-03-03 21:39:32.974,cefdinir
2003-03-03 21:43:46.289,emilee
2003-03-03 21:49:05.937,prozac
2003-03-03 21:50:25.322,fluox
2003-03-03 21:51:30.911,doxycycline monohydrate
2003-03-03 21:57:08.914,tetrac
2003-03-03 21:57:42.399,lorazepam
2003-03-03 21:59:17.384,tetracy
2003-03-03 22:10:05.193,robinul
2003-03-03 22:20:36.287,roba
2003-03-03 22:21:55.752,haloperidol
2003-03-03 22:23:00.789,fentanyl citrate
2003-03-03 22:24:21.177,morphine (pf)
2003-03-03 22:25:12.162,phenobarbi
2003-03-03 22:25:21.030,fentanyl citrate (pf)-0.9%nacl
2003-03-03 22:26:58.939,senna
2003-03-03 22:27:48.667,lorazepa
2003-03-03 22:28:10.554,phenobarbita
2003-03-03 22:28:48.324,diphenhy
2003-03-03 22:38:57.500,ipratro
2003-03-03 22:40:25.274,lorazepam
2003-03-03 22:41:15.945,morphine
2003-03-03 22:42:26.576,dulcolax
2003-03-03 22:43:56.193,acetaminoph
2003-03-03 22:47:15.394,hyosc
2003-03-03 22:48:15.692,xanax
2003-03-03 22:56:27.755,lamict
2003-03-03 22:58:43.007,adderall
2003-03-03 23:00:57.440,trazo
2003-03-03 23:09:35.002,lithium
2003-03-03 23:10:09.863,selegili
2003-03-03 23:22:05.872,lactulose
2003-03-03 23:24:48.110,clonidine
2003-03-04 00:16:02.570,oxycodone
2003-03-04 00:17:35.819,morphine
2003-03-04 00:18:01.661,diazepam
2003-03-04 00:18:31.637,dulcol
2003-03-04 00:19:31.888,lorazepa
2003-03-04 00:20:15.169,dexamethasone
2003-03-04 00:20:55.960,dulco
2003-03-04 00:21:16.979,acetamino
2003-03-04 00:21:46.258,dexamethasone
2003-03-04 00:22:00.556,dulcolax (bisacodyl)
2003-03-04 00:22:03.199,hyosc
2003-03-04 00:42:11.641,sert
2003-03-04 01:09:25.854,clon
2003-03-04 01:23:09.065,hydrocodone-acetaminophen
2003-03-04 01:25:30.518,fentanyl
2003-03-04 01:33:21.783,escitalopram oxalate
2003-03-04 01:43:22.802,dulcolax
2003-03-04 01:48:03.298,enema
2003-03-04 01:48:22.824,fleet
2003-03-04 01:48:26.652,mineral
2003-03-04 01:52:03.722,fentanyl
2003-03-04 01:52:50.271,senna-s
2003-03-04 01:53:13.437,ambi
2003-03-04 01:53:52.812,compazine
2003-03-04 01:54:09.136,prochlorperazine
2003-03-04 01:55:46.377,lorazepam
2003-03-04 01:59:56.116,hydromorphone
2003-03-04 02:02:49.267,traz
2003-03-04 02:05:46.850,phen
2003-03-04 02:07:47.391,alpr
2003-03-04 04:18:01.660,true
2003-03-04 05:05:01.990,lorazepa
2003-03-04 05:07:03.927,haloperidol
2003-03-04 05:09:08.363,morphine concentrate
2003-03-04 05:10:14.256,lorazepam
2003-03-04 05:36:32.566,haloperidol
2003-03-04 05:38:06.226,morphine concentrate
2003-03-04 05:39:33.503,ativan
2003-03-04 05:46:00.375,methylphenidate hcl
2003-03-04 06:02:08.232,fluvoxamine
2003-03-04 06:28:27.846,anus
2003-03-04 06:30:01.567,amlodipine
2003-03-04 06:30:19.876,cilostazol
2003-03-04 06:30:30.172,ranitidine hcl
